AC	GeneName	chr	strand	exonStart	exonEnd	upstreamEE	downstreamES	TCGA-2A-A8VL-01A	TCGA-2A-A8VO-01A	TCGA-2A-A8VT-01A	TCGA-2A-A8VV-01A	TCGA-2A-A8VX-01A	SRR1069209	SRR1069514	SRR1073069	SRR1074410	SRR1075126	SRR3146747	SRR3146769	SRR3146770	SRR3018011	SRR3018014	SRR4306657	SRR4306115	SRR4306118	SRR4306121	SRR4306381
ENSG00000005810.17_1	MYCBP2	chr13	-	77807290	77807398	77799689	77817193	1.0	1.0	0.907	1.0	1.0	1.0	0.8	1.0	1.0	1.0	0.5385	nan	0.8621	0.5957	0.833	0.8222	nan	1.0	nan	0.8056
ENSG00000005812.10_3	FBXL3	chr13	-	77595647	77595996	77592857	77600961	0.8983	0.9333	0.9095	0.954	0.8261	1.0	0.8507	1.0	0.9149	0.9273	1.0	0.5556	0.9412	0.8421	0.8056	0.7051	1.0	0.8049	1.0	0.6392
ENSG00000005812.10_3	FBXL3	chr13	-	77595791	77595996	77592857	77600961	0.7857	0.8182	0.7582	0.8571	0.4286	1.0	0.6296	1.0	0.8	0.7895	1.0	0.25	0.9286	0.8235	0.6147	0.5733	nan	0.7143	1.0	0.5035
ENSG00000005884.17_2	ITGA3	chr17	+	48148674	48148882	48148294	48151279	nan	nan	nan	nan	nan	1.0	0.9512	1.0	0.9286	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000005889.15_2	ZFX	chrX	+	24169807	24169917	24167911	24170836	1.0	1.0	0.8621	0.6667	1.0	1.0	1.0	1.0	0.875	1.0	1.0	1.0	1.0	1.0	0.4118	0.9048	nan	nan	1.0	1.0
ENSG00000005889.15_2	ZFX	chrX	+	24169807	24169917	24167911	24190831	0.0	0.3333	0.2308	0.0	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000005889.15_2	ZFX	chrX	+	24170836	24170947	24167911	24190831	0.6667	0.0	0.5238	0.7143	0.2	0.7	1.0	0.5	0.913	0.5	0.0	0.6	0.2222	0.6407	0.4803	0.5	nan	0.6667	1.0	0.4634
ENSG00000005889.15_2	ZFX	chrX	+	24179831	24179959	24167911	24190831	0.4286	0.5	0.697	0.6	0.2	0.4	1.0	0.6667	0.8667	0.5	0.1429	0.3333	0.1765	0.6591	0.2255	0.2941	nan	0.0	nan	0.2903
ENSG00000005889.15_2	ZFX	chrX	+	24179831	24179959	24170947	24190831	0.3333	1.0	0.6727	0.4286	0.5	0.2432	0.3	0.5	0.2857	0.5	1.0	0.1429	0.3846	0.4232	0.1429	0.2143	nan	0.0	0.0	0.2549
ENSG00000005889.15_2	ZFX	chrX	+	24191723	24191840	24190917	24197299	0.3333	0.4286	0.6875	0.4286	0.6	0.1613	0.1111	0.6	0.3	0.2353	0.3333	0.0	0.0943	0.143	0.1782	0.1864	nan	0.0	0.0	0.102
ENSG00000005889.15_2	ZFX	chrX	+	24193505	24193560	24190917	24197299	0.0	0.2	0.3333	0.0	0.3333	0.0	0.0	0.0	0.1623	0.0	0.0	0.0	0.0678	0.0178	0.0456	0.1188	nan	0.0	0.3937	0.1286
ENSG00000005893.15_2	LAMP2	chrX	-	119572930	119573148	119565317	119575584	0.0336	0.0402	0.1901	0.0964	0.0374	0.0588	0.0841	0.038	0.1156	0.0465	0.177	0.0968	0.1879	0.6364	0.344	0.2583	0.0	0.1158	0.1368	0.3692
ENSG00000006042.11_2	TMEM98	chr17	+	31258344	31258420	31255255	31258492	0.8643	0.807	0.8934	0.8571	0.8429	0.9627	0.837	1.0	0.7949	0.9688	0.8571	0.871	0.5	0.8548	0.9378	0.891	1.0	0.8852	0.705	0.6354
ENSG00000006042.11_2	TMEM98	chr17	+	31258492	31258677	31255255	31261308	0.9608	1.0	0.8333	0.92	0.8519	1.0	0.8824	nan	1.0	1.0	1.0	1.0	1.0	0.9091	1.0	0.4615	nan	1.0	1.0	1.0
ENSG00000006071.12_3	ABCC8	chr11	-	17416718	17416822	17415946	17417156	1.0	1.0	1.0	0.9592	1.0	1.0	0.9526	0.9365	1.0	1.0	nan	0.7578	nan	1.0	0.8182	0.9248	nan	1.0	0.0	0.9333
ENSG00000006071.12_3	ABCC8	chr11	-	17416718	17417017	17415946	17417156	1.0	nan	nan	0.9286	1.0	1.0	0.9057	0.9	1.0	1.0	nan	0.5806	nan	1.0	0.75	0.8601	nan	nan	0.0	0.8462
ENSG00000006125.17_3	AP2B1	chr17	+	33997875	33997917	33984810	33998772	0.7346	0.5938	0.5011	0.5845	0.5875	0.685	0.5451	0.5964	0.4972	0.3876	0.373	0.5073	0.5285	0.5094	0.3328	0.3236	0.574	0.3038	0.1685	0.2342
ENSG00000006128.11_2	TAC1	chr7	+	97363559	97363604	97363131	97364137	0.8051	nan	0.7717	1.0	1.0	1.0	nan	1.0	1.0	1.0	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan
ENSG00000006194.9_3	ZNF263	chr16	+	3335058	3335239	3334205	3335680	0.8	0.8571	1.0	1.0	1.0	0.8824	0.8095	1.0	0.8	1.0	1.0	0.92	1.0	1.0	1.0	0.9487	1.0	0.9375	0.9487	1.0
ENSG00000006194.9_3	ZNF263	chr16	+	3335058	3335239	3334205	3336022	0.3333	0.6	0.3538	0.6667	0.5556	1.0	1.0	1.0	0.4118	0.7273	0.8182	1.0	0.8462	0.1564	0.3171	0.4872	nan	0.5714	0.3462	0.4884
ENSG00000006194.9_3	ZNF263	chr16	+	3335058	3335239	3334205	3338453	nan	nan	nan	nan	nan	0.3333	0.5294	1.0	0.3333	0.6522	nan	nan	nan	nan	nan	0.2093	nan	nan	nan	nan
ENSG00000006194.9_3	ZNF263	chr16	+	3335058	3335239	3334205	3339392	0.2727	0.375	0.3333	0.625	1.0	0.2683	0.4286	0.5652	0.2593	0.5172	nan	nan	nan	0.4021	0.3023	0.2727	nan	nan	nan	nan
ENSG00000006194.9_3	ZNF263	chr16	+	3335680	3335754	3334205	3336022	0.3913	0.6923	0.3	0.6667	0.2	1.0	1.0	1.0	0.6032	0.4032	0.7801	1.0	0.8588	0.0574	0.2242	0.5994	nan	0.455	0.1694	0.3867
ENSG00000006194.9_3	ZNF263	chr16	+	3338453	3338570	3334205	3339392	0.5294	0.6429	0.5208	0.6757	1.0	0.4737	0.7	0.5455	0.6154	0.65	0.4	0.7561	1.0	0.7153	0.6512	0.6098	0.4667	0.9259	1.0	0.7143
ENSG00000006194.9_3	ZNF263	chr16	+	3338453	3338570	3336149	3339392	0.92	0.8333	0.8904	1.0	0.8947	1.0	1.0	1.0	0.8846	0.9412	0.8333	1.0	1.0	0.9234	0.8333	1.0	1.0	1.0	1.0	1.0
ENSG00000006282.20_3	SPATA20	chr17	+	48625025	48625128	48624646	48625643	0.88	0.9111	0.9066	0.9065	0.8857	0.8462	0.7407	0.8462	0.9075	0.8095	1.0	1.0	1.0	0.98	0.8	0.7907	1.0	0.7436	0.9146	0.9095
ENSG00000006282.20_3	SPATA20	chr17	+	48625025	48625315	48624646	48625643	0.6667	0.75	0.6923	0.6875	0.6667	0.6508	0.7143	0.8261	0.8025	0.6296	1.0	1.0	1.0	0.9631	0.6605	0.6842	1.0	0.5833	0.8614	0.8726
ENSG00000006282.20_3	SPATA20	chr17	+	48625080	48625128	48624646	48625643	0.8696	0.9024	0.9016	0.9029	0.875	0.8326	0.8016	0.8712	0.8859	0.7948	1.0	1.0	1.0	0.9617	0.8044	0.7599	1.0	0.7876	0.9089	0.9044
ENSG00000006282.20_3	SPATA20	chr17	+	48625080	48625315	48624646	48625643	0.5714	0.6667	0.6308	0.6429	0.5556	0.4634	0.7879	0.8367	0.6098	0.3548	1.0	1.0	1.0	0.7953	0.5132	0.5462	1.0	0.5789	0.7951	0.8077
ENSG00000006282.20_3	SPATA20	chr17	+	48625403	48625522	48624646	48625643	0.3333	0.3333	0.2258	0.2857	0.3333	0.3125	0.125	0.4286	0.3333	0.2	1.0	1.0	1.0	0.2414	0.1238	0.0847	nan	0.0909	0.0667	0.3548
ENSG00000006283.17_3	CACNA1G	chr17	+	48687242	48687296	48685380	48692721	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7455	1.0	nan	1.0	nan	0.7596	0.8395	1.0	nan	nan	nan	1.0
ENSG00000006432.15_3	MAP3K9	chr14	-	71200473	71200515	71200059	71201102	0.1511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0973	0.0	0.0607	0.1559	nan	0.1586	0.0	0.1239	1.0	0.1506	0.8097	0.1652
ENSG00000006432.15_3	MAP3K9	chr14	-	71202677	71202746	71201215	71204961	0.0	0.0	0.1429	0.0	nan	0.0	nan	nan	0.0	0.0	0.0	1.0	0.0	0.0861	0.0	0.106	nan	1.0	nan	0.0103
ENSG00000006432.15_3	MAP3K9	chr14	-	71216649	71216798	71215721	71267383	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000006534.15_2	ALDH3B1	chr11	+	67787183	67787265	67786724	67788953	1.0	1.0	1.0	1.0	1.0	0.3333	0.8667	0.6	0.7778	1.0	1.0	1.0	1.0	1.0	1.0	0.9369	nan	0.8778	nan	0.9002
ENSG00000006576.16_2	PHTF2	chr7	+	77569844	77569976	77569619	77572016	1.0	0.7143	0.95	0.8333	1.0	1.0	1.0	1.0	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0.9785	nan	0.0	0.0	0.9793
ENSG00000006611.15_2	USH1C	chr11	-	17537787	17537837	17523527	17538947	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.3017	0.0	nan	nan	nan	nan	nan	nan	0.0
ENSG00000006625.17_3	GGCT	chr7	-	30540151	30540297	30536851	30544184	0.9626	0.9675	0.9259	0.917	0.9511	1.0	1.0	0.7391	1.0	0.9459	0.6667	0.9259	1.0	0.9901	0.8387	0.9554	1.0	0.8515	1.0	0.9169
ENSG00000006625.17_3	GGCT	chr7	-	30540151	30540297	30538554	30544184	0.7536	0.9013	0.7273	0.8451	0.7561	0.7021	0.7263	0.7551	0.7778	0.6911	0.4242	0.5844	0.5313	0.8003	0.5062	0.6894	0.2308	0.4505	0.8338	0.6126
ENSG00000006740.16_2	ARHGAP44	chr17	+	12877405	12877627	12862214	12883374	0.9091	0.7143	1.0	1.0	1.0	0.875	0.8571	0.75	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	nan	1.0	1.0	0.8974
ENSG00000006740.16_2	ARHGAP44	chr17	+	12890417	12890469	12888225	12893348	0.5135	0.625	0.6296	0.5714	0.3333	1.0	0.8856	0.835	0.7605	0.3957	0.5435	0.7042	0.3731	0.5145	0.9026	0.156	nan	0.3786	1.0	0.1763
ENSG00000006747.14_2	SCIN	chr7	+	12683762	12683940	12680142	12684208	0.8947	0.964	1.0	0.9444	1.0	0.7143	1.0	0.7778	0.8947	0.9248	1.0	0.5975	nan	1.0	1.0	0.9123	nan	1.0	1.0	0.9707
ENSG00000006756.15_2	ARSD	chrX	-	2833596	2833733	2832814	2835844	0.9615	0.8	0.8609	0.9167	0.5556	1.0	1.0	1.0	0.8857	0.8889	0.7143	1.0	1.0	0.8947	0.5849	1.0	nan	1.0	1.0	0.95
ENSG00000007237.18_3	GAS7	chr17	-	9872993	9873079	9862572	9885120	0.5	1.0	0.8	1.0	1.0	1.0	0.9231	1.0	1.0	1.0	0.5	0.0	0.3333	0.791	0.965	1.0	nan	1.0	1.0	1.0
ENSG00000007255.10_2	TRAPPC6A	chr19	-	45668384	45668452	45668228	45681350	0.9003	0.917	0.9023	0.8966	0.9228	0.8395	0.8037	0.8178	0.9201	0.9239	0.6131	0.442	0.5137	0.9735	0.8682	0.8885	1.0	0.9332	0.7626	0.9534
ENSG00000007255.10_2	TRAPPC6A	chr19	-	45668384	45668452	45668228	45681392	0.8338	0.8533	0.8065	0.869	0.758	0.7528	0.7084	0.9048	0.928	0.8493	0.5137	0.8472	1.0	0.9284	0.7997	0.7515	0.4476	0.8531	0.9349	0.7986
ENSG00000007264.14_3	MATK	chr19	-	3785061	3785284	3784882	3786166	1.0	1.0	1.0	0.931	nan	0.6667	1.0	nan	nan	1.0	0.3333	nan	1.0	0.6667	1.0	0.8	nan	0.6364	0.7143	nan
ENSG00000007312.12_2	CD79B	chr17	-	62007433	62007745	62007248	62008694	0.4783	0.7778	1.0	1.0	1.0	1.0	0.92	0.7778	0.5	1.0	1.0	0.5	1.0	1.0	1.0	1.0	nan	0.88	nan	0.7778
ENSG00000007341.18_2	ST7L	chr1	-	113083400	113083494	113068733	113084572	0.027	0.6667	0.2444	0.3659	0.3462	0.48	0.04	0.7	0.2121	0.3333	0.3333	0.6	nan	0.4634	0.326	0.1028	nan	0.0314	0.0	0.0128
ENSG00000007341.18_2	ST7L	chr1	-	113093222	113093315	113084712	113098489	0.9412	0.8667	0.8491	0.7895	0.8857	0.913	0.9167	0.8889	0.9412	0.9459	0.0	0.625	0.8333	0.8514	0.8696	0.746	nan	0.6976	0.8065	0.794
ENSG00000007341.18_2	ST7L	chr1	-	113093222	113093315	113084712	113119607	1.0	1.0	1.0	0.8824	1.0	1.0	0.7647	0.7143	1.0	1.0	0.0	1.0	1.0	1.0	0.9763	0.7446	nan	1.0	1.0	1.0
ENSG00000007341.18_2	ST7L	chr1	-	113098489	113098640	113084712	113119607	1.0	1.0	1.0	0.9	1.0	1.0	0.8333	0.7143	1.0	1.0	0.1429	1.0	1.0	1.0	0.9615	0.6098	nan	1.0	1.0	1.0
ENSG00000007341.18_2	ST7L	chr1	-	113124613	113124728	113121039	113124996	1.0	1.0	0.95	0.8667	0.8182	1.0	1.0	1.0	1.0	0.697	0.3333	0.9286	0.8462	1.0	1.0	1.0	nan	1.0	1.0	0.9104
ENSG00000007341.18_2	ST7L	chr1	-	113159434	113159466	113153625	113161530	0.6127	0.7377	0.7508	0.8443	1.0	0.4144	0.4522	0.3205	0.7541	0.4144	0.6228	0.6798	1.0	0.1325	0.7608	0.7529	nan	1.0	1.0	0.8267
ENSG00000007341.18_2	ST7L	chr1	-	113159434	113159517	113153625	113161530	0.8072	0.8909	0.874	0.9167	1.0	0.7419	0.7966	0.76	0.8571	0.75	0.8065	0.875	1.0	0.6061	0.9537	0.9411	nan	1.0	1.0	0.9499
ENSG00000007372.21_3	PAX6	chr11	-	31823418	31823460	31823324	31827949	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000007384.15_2	RHBDF1	chr16	-	109296	109347	109091	109416	1.0	0.9474	0.9162	0.9238	0.9146	0.9255	0.9097	0.9231	0.9038	1.0	1.0	1.0	1.0	1.0	1.0	0.9515	nan	0.9593	0.9947	0.9804
ENSG00000007392.16_3	LUC7L	chr16	-	258599	258663	258187	270647	0.4375	0.3333	0.3731	0.2584	0.4143	0.4762	0.4491	0.5443	0.4477	0.4297	0.2431	0.2799	0.266	0.197	0.205	0.1379	0.7149	0.3814	0.4645	0.4276
ENSG00000007392.16_3	LUC7L	chr16	-	258599	258663	258187	277240	nan	nan	nan	nan	nan	0.9281	1.0	0.9804	0.8221	0.8954	nan	nan	nan	0.7995	0.8813	nan	0.7085	0.8645	1.0	0.9481
ENSG00000007392.16_3	LUC7L	chr16	-	278331	278401	277335	279277	0.6	0.4444	0.475	0.3182	0.2766	0.9093	0.8014	0.5889	0.7225	0.8014	0.6563	0.7072	0.2809	0.8554	0.7894	0.1457	nan	0.6508	1.0	0.4509
ENSG00000007541.16_1	PIGQ	chr16	+	631198	631341	630972	632247	0.0787	0.1525	0.1333	0.1273	0.075	0.1282	0.1298	0.2895	0.0769	0.1724	0.1613	0.125	0.0909	0.1055	0.037	0.0567	0.0156	0.1148	0.0921	0.0618
ENSG00000007541.16_1	PIGQ	chr16	+	631198	631341	630972	632882	0.0588	0.6	0.2195	0.375	0.1429	0.2364	0.1765	0.3714	0.1765	0.8	0.25	0.0857	nan	0.4	0.1111	0.0833	1.0	0.0532	0.0987	0.083
ENSG00000007541.16_1	PIGQ	chr16	+	632247	632309	630972	632882	0.7398	0.931	0.8118	0.939	0.8947	0.8407	0.7862	0.8081	0.8519	0.9836	0.8718	0.7679	1.0	0.9318	0.9332	0.7933	1.0	0.5944	0.8021	0.6626
ENSG00000007545.15_3	CRAMP1	chr16	+	1716073	1716178	1715139	1716422	0.5385	0.4545	0.7879	0.8095	1.0	0.9643	0.875	0.8857	0.8846	0.9091	1.0	0.7895	0.7895	0.7946	0.6225	0.6071	1.0	0.5696	0.8961	0.5747
ENSG00000007545.15_3	CRAMP1	chr16	+	1717335	1717401	1716601	1717962	0.6667	0.6667	0.8611	1.0	0.7143	0.852	0.8716	0.7895	0.9602	1.0	0.8955	0.8893	1.0	0.7765	0.8183	0.6742	nan	0.7273	1.0	0.7519
ENSG00000007933.12_3	FMO3	chr1	+	171079938	171080138	171077362	171083146	nan	1.0	nan	0.5	1.0	1.0	0.4286	1.0	1.0	0.3333	nan	1.0	1.0	nan	1.0	1.0	nan	1.0	1.0	1.0
ENSG00000008083.13_2	JARID2	chr6	+	15410454	15410596	15374483	15452236	0.7143	1.0	0.9667	1.0	1.0	1.0	1.0	1.0	0.8667	0.6667	0.7143	0.8571	1.0	0.9385	0.9529	0.7917	nan	1.0	1.0	0.8609
ENSG00000008086.11_3	CDKL5	chrX	+	18528939	18528974	18443815	18582596	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000008128.22_3	CDK11A	chr1	-	1654026	1654073	1653150	1654146	0.0404	0.0	0.0572	0.0348	0.0594	0.1363	0.0366	0.0	0.1194	0.0687	0.0533	0.1128	0.0	0.0	0.0342	0.1201	0.2899	0.06	0.0211	0.0903
ENSG00000008130.15_2	NADK	chr1	-	1688177	1688321	1688047	1688619	0.0311	0.027	0.014	0.0391	0.0753	0.1429	0.0496	0.1837	0.0921	0.0864	0.082	0.175	0.0758	0.01	0.042	0.0517	0.0	0.3939	0.7209	0.0496
ENSG00000008130.15_2	NADK	chr1	-	1688217	1688321	1688047	1688619	0.0311	0.027	0.0276	0.0337	0.0549	0.1429	0.0496	0.1837	0.098	0.0976	0.082	0.1852	0.0896	0.0155	0.0386	0.0631	0.0	0.4059	0.75	0.057
ENSG00000008277.14_2	ADAM22	chr7	+	87813606	87813717	87811339	87822430	0.0	0.4	0.0	0.0435	0.0	0.0	0.4194	nan	0.2	0.0526	nan	0.0361	nan	1.0	0.0	0.1667	nan	0.0	0.0	0.0986
ENSG00000008277.14_2	ADAM22	chr7	+	87815929	87816016	87811339	87822430	0.3333	0.25	0.125	0.0833	0.0	0.3333	0.25	nan	0.3333	0.0	nan	0.0588	nan	nan	0.3261	0.391	nan	0.0	0.0	0.156
ENSG00000008294.20_2	SPAG9	chr17	-	49053223	49053262	49052308	49054468	0.2166	0.7055	0.1298	0.419	0.0996	0.7684	0.8795	0.6502	0.4621	0.5703	0.1261	0.2386	0.1993	0.1505	0.2475	0.1722	1.0	0.8211	0.5917	0.0239
ENSG00000008294.20_2	SPAG9	chr17	-	49109041	49109083	49098726	49118861	0.4159	0.2994	0.2024	0.4328	0.6157	0.0	0.2443	0.6598	0.1281	0.0	0.0532	0.1587	0.3314	0.021	0.1068	0.1664	0.0	nan	0.7545	0.1484
ENSG00000008311.14_2	AASS	chr7	-	121722841	121722945	121721649	121726065	0.2273	0.2778	0.3585	0.3793	0.3333	0.5631	0.3333	0.4516	0.5918	0.5847	0.5	0.1613	0.1212	0.4194	0.2984	0.3684	nan	1.0	0.5714	0.4545
ENSG00000008311.14_2	AASS	chr7	-	121741424	121741492	121738920	121741674	1.0	1.0	0.9545	1.0	1.0	1.0	1.0	1.0	0.6787	0.0809	1.0	1.0	1.0	1.0	1.0	1.0	nan	nan	1.0	1.0
ENSG00000008382.15_3	MPND	chr19	+	4354945	4355018	4354417	4357249	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000008382.15_3	MPND	chr19	+	4355093	4355170	4354417	4357249	nan	nan	nan	nan	nan	0.9252	0.8857	0.6232	0.6893	0.7681	0.75	0.7647	0.7143	0.7361	0.4828	0.7019	nan	nan	nan	nan
ENSG00000008394.12_3	MGST1	chr12	+	16507164	16507204	16500644	16510538	0.992	0.9856	0.9824	0.9895	0.9917	1.0	0.939	1.0	0.9615	0.9693	0.9132	0.9167	1.0	0.9066	0.4536	0.3235	1.0	0.5949	0.4184	0.6516
ENSG00000008441.16_3	NFIX	chr19	+	13189426	13189549	13186485	13192493	0.9267	0.8811	0.9536	0.8833	0.9104	0.7767	0.6928	0.7846	0.7633	0.8649	0.8242	0.9474	0.9722	0.8964	0.9283	0.9259	1.0	1.0	0.9589	0.9845
ENSG00000008441.16_3	NFIX	chr19	+	13198802	13198950	13186485	13201112	nan	nan	nan	nan	nan	1.0	1.0	1.0	0.7778	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000008441.16_3	NFIX	chr19	+	13198802	13198950	13189549	13201112	1.0	1.0	0.9778	1.0	1.0	0.8667	0.8571	0.2727	0.875	1.0	1.0	1.0	1.0	nan	nan	0.8987	nan	nan	nan	nan
ENSG00000008441.16_3	NFIX	chr19	+	13198802	13198950	13192669	13201112	0.0676	0.0311	0.0716	0.0474	0.0571	0.0753	0.0372	0.0612	0.0678	0.0507	0.0448	0.1561	0.093	0.0475	0.0656	0.0967	nan	0.2698	0.0339	0.1
ENSG00000008441.16_3	NFIX	chr19	+	13198802	13198950	13192669	13205448	1.0	1.0	0.8158	1.0	0.75	0.8	0.2857	1.0	0.5789	1.0	1.0	1.0	1.0	1.0	0.8919	0.6842	nan	nan	nan	nan
ENSG00000008513.14_3	ST3GAL1	chr8	-	134551879	134551972	134511432	134558016	nan	0.0	0.125	0.0	nan	0.0667	0.0714	0.0	0.0588	0.0	0.0	0.0	0.0667	0.0	0.0	0.0	0.348	0.0	0.0	0.0317
ENSG00000008517.16_3	IL32	chr16	+	3115621	3115688	3115495	3115784	0.5584	0.5258	0.5619	0.6923	0.4375	0.3781	0.338	0.2013	0.1023	0.1787	0.5538	0.4802	0.4565	0.4747	0.2133	0.1667	nan	0.1531	0.5464	0.2391
ENSG00000008517.16_3	IL32	chr16	+	3115642	3115688	3115495	3115784	0.5579	0.5311	0.563	0.6969	0.4428	0.4011	0.3846	0.1648	0.082	0.2036	0.5932	0.5089	0.4513	0.5085	0.2368	0.1549	nan	0.1077	0.5797	0.2307
ENSG00000008517.16_3	IL32	chr16	+	3117554	3117614	3117416	3117984	0.875	0.8442	0.8593	0.6923	0.9149	0.9551	0.9264	0.9626	0.914	0.8824	0.8962	0.9297	0.8775	0.7757	0.9366	0.9153	nan	1.0	0.6439	0.9643
ENSG00000008710.19_3	PKD1	chr16	-	2141423	2141598	2141175	2141781	0.8889	1.0	1.0	0.7059	0.8947	0.8989	0.7951	0.726	0.9298	0.6119	1.0	1.0	1.0	1.0	1.0	1.0	nan	0.9834	1.0	1.0
ENSG00000008710.19_3	PKD1	chr16	-	2142954	2143094	2142593	2143544	0.8545	0.9412	0.9574	0.9701	0.7692	0.8956	0.9018	0.8	0.9275	0.9041	0.9216	0.9357	1.0	0.7764	0.8986	0.9614	1.0	0.9185	0.9875	0.9407
ENSG00000008710.19_3	PKD1	chr16	-	2163041	2163060	2162964	2163161	0.0	0.0	0.0	0.0	0.0	0.0429	0.0	0.0	0.0313	0.0	0.0	0.3991	0.5353	0.1238	0.4272	0.0676	0.0	0.0758	0.0958	0.2816
ENSG00000008838.19_3	MED24	chr17	-	38191168	38191225	38189709	38191369	0.0649	0.0667	0.0526	0.1786	0.1579	0.2065	0.1113	0.2226	0.1204	0.0308	0.183	0.5924	0.2226	0.0923	0.3327	0.1566	0.4678	0.1938	0.2994	0.2142
ENSG00000008869.11_2	HEATR5B	chr2	-	37217790	37217942	37216002	37227728	0.888	0.8611	0.8732	0.7778	0.9104	0.6642	0.6706	0.5932	0.6667	0.7978	0.8667	0.7632	0.6	1.0	0.8138	0.825	nan	0.933	0.8026	0.7578
ENSG00000009307.15_3	CSDE1	chr1	-	115280091	115280184	115279476	115280583	0.1359	0.205	0.1517	0.142	0.1793	0.0728	0.0893	0.1429	0.0964	0.1602	0.1256	0.1093	0.0974	0.1183	0.1398	0.1023	0.1251	0.2182	0.2156	0.1728
ENSG00000009307.15_3	CSDE1	chr1	-	115284147	115284294	115282511	115300545	nan	nan	nan	nan	nan	nan	0.7778	1.0	0.4	0.1667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ENSG00000009413.15_3	REV3L	chr6	-	111793215	111793343	111737675	111803952	0.2	nan	0.6923	0.5	0.0	1.0	0.5	nan	0.75	1.0	0.5	0.4667	0.0	0.0	0.1905	0.6	nan	nan	nan	0.6111
ENSG00000009780.15_3	FAM76A	chr1	+	28075578	28075665	28071322	28081705	0.7333	0.6667	0.7736	0.8182	0.8667	0.8519	0.9091	0.8182	0.8333	1.0	0.5	0.8857	0.6	0.8363	0.8505	0.7212	nan	0.8918	0.7289	0.8025
ENSG00000009790.14_2	TRAF3IP3	chr1	+	209953814	209953951	209952719	209954689	1.0	1.0	1.0	1.0	1.0	0.5	0.8333	0.3333	1.0	0.75	1.0	1.0	1.0	nan	1.0	1.0	1.0	1.0	0.3043	1.0
ENSG00000009830.11_3	POMT2	chr14	-	77765031	77765114	77762616	77771034	1.0	1.0	0.875	0.8571	1.0	1.0	1.0	0.8182	0.9444	1.0	1.0	0.9524	1.0	0.8873	0.8611	0.7975	nan	0.9668	1.0	0.8219
ENSG00000009830.11_3	POMT2	chr14	-	77767432	77767592	77765904	77769177	1.0	0.8182	1.0	1.0	1.0	0.8222	0.6585	1.0	0.7	0.8	1.0	0.8	1.0	0.9016	0.812	0.8958	nan	0.9273	0.75	0.8621
ENSG00000009830.11_3	POMT2	chr14	-	77769177	77769286	77762616	77771034	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	0.9545	1.0	0.9104	0.9073	nan	nan	0.8824	1.0	0.7561
ENSG00000009830.11_3	POMT2	chr14	-	77778291	77778376	77772784	77786776	0.7778	1.0	0.9615	1.0	0.6667	0.9615	0.9231	0.7778	1.0	0.8095	0.8	0.8222	1.0	0.9256	0.9487	0.8498	1.0	0.9383	1.0	0.8933
ENSG00000010030.13_3	ETV7	chr6	-	36343606	36343812	36341355	36353310	1.0	1.0	0.4545	1.0	nan	0.6667	0.4545	nan	nan	0.0	0.5	0.5	nan	1.0	1.0	0.4754	nan	nan	nan	0.5714
ENSG00000010030.13_3	ETV7	chr6	-	36343647	36343812	36341355	36353310	1.0	1.0	0.7	1.0	1.0	0.6667	0.6	1.0	1.0	0.5	0.6	0.7143	nan	1.0	1.0	0.6952	nan	nan	nan	0.7391
ENSG00000010030.13_3	ETV7	chr6	-	36343647	36343812	36341355	36355312	1.0	1.0	0.8333	nan	0.3333	nan	0.5	1.0	1.0	1.0	1.0	1.0	nan	0.8261	1.0	0.6883	nan	nan	nan	0.5294
ENSG00000010165.19_3	METTL13	chr1	+	171751127	171751260	171750935	171752879	0.8462	0.8824	0.8542	0.931	1.0	1.0	0.9444	0.6667	0.9091	0.9355	1.0	0.9444	1.0	0.916	0.9063	0.8854	nan	1.0	1.0	0.8276
ENSG00000010165.19_3	METTL13	chr1	+	171759591	171759756	171757070	171761156	0.8846	0.9091	0.7881	0.9048	0.9	0.8571	0.8857	0.5294	0.8235	0.8077	1.0	0.8592	0.7647	1.0	0.9556	0.9602	1.0	0.9474	1.0	0.8966
